----system---- ----total-usage---- ------memory-usage----- -dsk/total- ---procs--- ---load-avg--- -most-expensive- --most-expensive--
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ|run blk new| 1m   5m  15m |  cpu process   |  memory process  
17-10 04:29:16|                   |  11G   47G  396M 4530M|           | 37   0    |27.7 35.8 36.0|                |ppgen         1195
17-10 04:29:17| 84  16   0   0   0|  12G   46G  396M 4530M|   0    16k| 37   0   0|27.7 35.8 36.0|stress-ng-cp 6.2|ppgen         1462
17-10 04:29:18| 80  20   0   0   0|  14G   44G  396M 4530M|   0  4103B| 38   0  25|27.7 35.8 36.0|ppgen        7.1|ppgen         1234
17-10 04:29:19| 86  14   0   0   0|  15G   43G  396M 4531M|   0   172k| 39   0   0|27.7 35.8 36.0|stress-ng-cp 6.3|ppgen         1393
17-10 04:29:20| 88  12   0   0   0|  16G   42G  396M 4531M|   0     0 | 37   0   0|27.7 35.8 36.0|stress-ng-cp 6.3|ppgen         1506
17-10 04:29:21| 91   9   0   0   0|  17G   41G  396M 4531M|   0   269k| 63   0  16|28.4 35.8 36.0|ppgen         10|ppgen         1693
17-10 04:29:22| 90  10   0   0   0|  17G   41G  396M 4531M|   0     0 | 37   0   0|28.4 35.8 36.0|ppgen_sabv_l  15|ppgen         1704
17-10 04:29:23| 87  13   0   0   0|  18G   40G  396M 4531M|   0    12k| 53   0  38|28.4 35.8 36.0|ppgen         16|ppgen         1709
17-10 04:29:24| 91   9   0   0   0|  18G   39G  396M 4531M|   0  1119k| 53   0   0|28.4 35.8 36.0|ppgen         17|ppgen         1765
17-10 04:29:25| 88  12   0   0   0|  19G   39G  396M 4531M|   0   173k| 53   0   0|28.4 35.8 36.0|ppgen         17|ppgen         2003
17-10 04:29:26| 87  13   0   0   0|  20G   38G  396M 4531M|   0     0 | 53   0   0|30.4 36.1 36.1|ppgen         18|ppgen         2271
17-10 04:29:27| 88  12   0   0   0|  20G   38G  396M 4531M|   0  4084B| 54   0  18|30.4 36.1 36.1|ppgen         17|ppgen         2504
17-10 04:29:28| 87  13   0   0   0|  21G   37G  396M 4531M|   0   144k| 52   0  38|30.4 36.1 36.1|ppgen         19|ppgen         2720
17-10 04:29:29| 86  14   0   0   0|  21G   37G  396M 4531M|   0  8204B| 53   0  45|30.4 36.1 36.1|ppgen         16|ppgen         2881
17-10 04:29:30| 87  12   0   0   0|  22G   36G  396M 4531M|   0    56k| 53   0   0|30.4 36.1 36.1|ppgen         19|ppgen         3209
17-10 04:29:31| 91  10   0   0   0|  22G   36G  396M 4531M|   0     0 | 53   0   0|32.1 36.3 36.1|ppgen         15|ppgen         3354
17-10 04:29:32| 89  11   0   0   0|  22G   36G  396M 4531M|   0     0 | 53   0   0|32.1 36.3 36.1|ppgen         17|ppgen         3466
17-10 04:29:33| 89  11   0   0   0|  22G   36G  396M 4531M|   0  4094B| 43   0  39|32.1 36.3 36.1|ppgen         16|ppgen         3570
17-10 04:29:34| 92   8   0   0   0|  22G   36G  396M 4531M|   0     0 | 52   0  25|32.1 36.3 36.1|ppgen_sabv_l  13|ppgen         3665
17-10 04:29:35| 88  12   0   0   0|  23G   35G  396M 4531M|   0    96k| 57   0  36|32.1 36.3 36.1|ppgen         12|ppgen         3840
17-10 04:29:36| 90  11   0   0   0|  23G   35G  396M 4531M|   0     0 | 43   0   0|33.5 36.6 36.2|ppgen         12|ppgen         4068
17-10 04:29:37| 89  11   0   0   0|  23G   35G  396M 4531M|   0     0 | 53   0   0|33.5 36.6 36.2|ppgen_sabv_l  17|ppgen         4427
17-10 04:29:38| 91   9   0   0   0|  24G   34G  396M 4531M|   0     0 | 53   0  19|33.5 36.6 36.2|ppgen_sabv_l  21|ppgen         4803
17-10 04:29:39| 91   9   0   0   0|  24G   34G  396M 4531M|   0  4098B| 38   0  20|33.5 36.6 36.2|ppgen_sabv_l  18|ppgen         4955
17-10 04:29:40| 90  10   0   0   0|  24G   34G  396M 4531M|   0    52k| 53   0   0|33.5 36.6 36.2|ppgen_sabv_l  16|ppgen         5275
17-10 04:29:41| 92   8   0   0   0|  24G   33G  396M 4531M|   0  4106B| 53   0   0|35.0 36.8 36.3|ppgen_sabv_l  17|ppgen         5602
17-10 04:29:42| 94   6   0   0   0|  25G   33G  396M 4531M|   0     0 | 49   0   0|35.0 36.8 36.3|ppgen         15|ppgen         5607
17-10 04:29:43| 92   8   0   0   0|  25G   33G  396M 4531M|   0     0 | 40   0  14|35.0 36.8 36.3|ppgen        9.7|ppgen         5607
17-10 04:29:44| 91   8   0   0   0|  25G   33G  396M 4532M|   0     0 | 38   0  27|35.0 36.8 36.3|stress-ng-cp 6.2|ppgen         5823
17-10 04:29:45| 93   8   0   0   0|  25G   33G  396M 4532M|   0   108k| 55   0   0|35.0 36.8 36.3|ppgen         15|ppgen         5767
17-10 04:29:46| 95   6   0   0   0|  25G   33G  396M 4532M|   0     0 | 39   0   0|36.3 37.1 36.4|ppgen         13|ppgen         5767
17-10 04:29:47| 97   3   0   0   0|  25G   33G  396M 4532M|   0  4094B| 38   0   0|36.3 37.1 36.4|ppgen         14|ppgen         5767
17-10 04:29:48| 89  11   0   0   0|  25G   33G  396M 4532M|   0     0 | 67   0   0|36.3 37.1 36.4|ppgen         15|ppgen         5767
17-10 04:29:49| 96   5   0   0   0|  25G   33G  396M 4532M|   0  1044k| 67   0  38|36.3 37.1 36.4|ppgen_sabv_l  16|ppgen         5767
17-10 04:29:50| 94   6   0   0   0|  25G   33G  396M 4532M|   0     0 | 68   0   0|36.3 37.1 36.4|ppgen_sabv_l  15|ppgen         5767
17-10 04:29:51| 91   9   0   0   0|  26G   32G  396M 4532M|   0  4109B| 53   0   0|38.8 37.6 36.5|ppgen_sabv_l  18|ppgen         5767
17-10 04:29:52| 89  11   0   0   0|  26G   32G  396M 4532M|   0     0 | 54   0 2.0|38.8 37.6 36.5|ppgen_sabv_l  22|ppgen         5767
17-10 04:29:53| 93   7   0   0   0|  26G   32G  396M 4532M|   0  8165B| 53   0   0|38.8 37.6 36.5|ppgen_sabv_l  20|ppgen         5822
17-10 04:29:54| 89  11   0   0   0|  27G   31G  396M 4532M|   0   164k| 53   0  38|38.8 37.6 36.5|ppgen_sabv_l  17|ppgen         6244
17-10 04:29:55| 90   9   0   0   0|  27G   31G  396M 4532M|   0   100k| 68   0   0|38.8 37.6 36.5|ppgen_sabv_l  19|ppgen         6679
17-10 04:29:56| 97   4   0   0   0|  27G   30G  396M 4532M|   0     0 | 68   0   0|41.0 38.0 36.7|ppgen_sabv_l  15|ppgen         6223
17-10 04:29:57| 96   4   0   0   0|  28G   30G  396M 4532M|   0  8221B| 68   0  17|41.0 38.0 36.7|ppgen_sabv_l  16|ppgen         6223
17-10 04:29:58| 95   4   0   0   0|  28G   30G  396M 4532M|   0     0 | 67   0   0|41.0 38.0 36.7|ppgen_sabv_l  14|ppgen         6223
17-10 04:29:59| 93   8   0   0   0|  28G   30G  396M 4532M|   0  4096B| 59   0  40|41.0 38.0 36.7|ppgen         15|ppgen         6223
17-10 04:30:00| 92   7   0   0   0|  28G   30G  396M 4532M|   0    52k| 56   0   0|41.0 38.0 36.7|ppgen_sabv_l  14|ppgen         6223
17-10 04:30:01| 93   6   0   0   0|  28G   30G  396M 4532M|   0     0 | 53   0   0|43.1 38.5 36.9|ppgen_sabv_l  14|ppgen         6223
17-10 04:30:02| 95   6   0   0   0|  28G   30G  396M 4532M|   0     0 | 53   0   0|43.1 38.5 36.9|ppgen         17|ppgen         6223
17-10 04:30:03| 91  10   0   0   0|  29G   29G  396M 4532M|   0  4106B| 53   0   0|43.1 38.5 36.9|ppgen         14|ppgen         6223
17-10 04:30:04| 90   9   0   0   0|  29G   29G  396M 4532M|   0   287k| 53   0  43|43.1 38.5 36.9|ppgen         13|ppgen         6223
17-10 04:30:05| 93   7   0   0   0|  29G   29G  396M 4532M|   0    36k| 38   0   0|43.1 38.5 36.9|ppgen_sabv_l  11|ppgen         6223
17-10 04:30:06| 89  11   0   0   0|  30G   28G  396M 4532M|   0     0 | 38   0   0|42.6 38.5 36.9|ppgen_sabv_l  12|ppgen         6592
17-10 04:30:07| 94   6   0   0   0|  30G   28G  396M 4532M|   0     0 | 68   0   0|42.6 38.5 36.9|ppgen_sabv_l  15|ppgen         6451
17-10 04:30:08| 98   2   0   0   0|  30G   28G  396M 4532M|   0     0 | 53   0   0|42.6 38.5 36.9|ppgen         14|ppgen         6451
17-10 04:30:09| 97   4   0   0   0|  30G   28G  396M 4532M|   0   180k| 52   0  38|42.6 38.5 36.9|ppgen         15|ppgen         6451
17-10 04:30:10| 94   6   0   0   0|  30G   28G  396M 4532M|   0     0 | 52   0   0|42.6 38.5 36.9|ppgen         13|ppgen         6451
17-10 04:30:11| 96   3   0   0   0|  30G   28G  396M 4532M|   0  4090B| 52   0   0|43.3 38.7 37.0|ppgen_sabv_l  18|ppgen         6517
17-10 04:30:12| 97   3   0   0   0|  30G   28G  396M 4532M|   0     0 | 55   0   0|43.3 38.7 37.0|ppgen_sabv_l  17|ppgen         6517
17-10 04:30:13| 96   4   0   0   0|  30G   28G  396M 4532M|   0     0 | 67   0   0|43.3 38.7 37.0|ppgen_sabv_l  18|ppgen         6559
17-10 04:30:14| 95   5   0   0   0|  30G   28G  396M 4532M|   0   124k| 67   0  35|43.3 38.7 37.0|ppgen_sabv_l  16|ppgen         6593
17-10 04:30:15| 95   4   0   0   0|  30G   28G  396M 4532M|   0  4106B| 52   0 1.0|43.3 38.7 37.0|ppgen_sabv_l  11|ppgen         6645
17-10 04:30:16| 96   4   0   0   0|  30G   28G  396M 4532M|   0  4094B| 52   0 2.0|43.5 38.8 37.0|ppgen        9.2|ppgen         6757
17-10 04:30:17| 96   4   0   0   0|  30G   28G  396M 4532M|   0     0 | 52   0   0|43.5 38.8 37.0|ppgen         12|ppgen         6701
17-10 04:30:18| 91   9   0   0   0|  31G   27G  396M 4532M|   0     0 | 37   0   0|43.5 38.8 37.0|ppgen        8.8|ppgen         6765
17-10 04:30:19| 91   9   0   0   0|  31G   27G  396M 4532M|   0   296k| 38   0  18|43.5 38.8 37.0|ppgen         11|ppgen         6753
17-10 04:30:20| 93   6   0   0   0|  31G   27G  396M 4532M|   0     0 | 67   0  19|43.5 38.8 37.0|ppgen_sabv_l  17|ppgen         6753
17-10 04:30:21| 97   3   0   0   0|  31G   27G  396M 4532M|   0  8177B| 52   0   0|45.3 39.3 37.2|ppgen_sabv_l  21|ppgen         6753
17-10 04:30:22| 93   7   0   0   0|  31G   27G  396M 4532M|   0    12k| 52   0   0|45.3 39.3 37.2|ppgen_sabv_l  17|ppgen         7043
17-10 04:30:23| 95   4   0   0   0|  31G   27G  396M 4532M|   0     0 | 67   0   0|45.3 39.3 37.2|ppgen_sabv_l  18|ppgen         6959
17-10 04:30:24| 98   2   0   0   0|  31G   27G  396M 4532M|   0   101k| 66   0   0|45.3 39.3 37.2|ppgen_sabv_l  19|ppgen         6959
17-10 04:30:25| 96   4   0   0   0|  31G   27G  396M 4532M|   0   124k| 67   0  39|45.3 39.3 37.2|ppgen_sabv_l  17|ppgen         6959
17-10 04:30:26| 97   3   0   0   0|  31G   27G  396M 4532M|   0     0 | 37   0   0|45.8 39.5 37.2|ppgen        8.8|ppgen         6998
17-10 04:30:27| 91   8   0   0   0|  31G   27G  396M 4532M|   0  8165B| 38   0  18|45.8 39.5 37.2|ppgen        9.8|ppgen         7060
17-10 04:30:28| 93   6   0   0   0|  31G   26G  396M 4532M|   0  4107B| 53   0 2.0|45.8 39.5 37.2|ppgen_sabv_l  17|ppgen         7114
17-10 04:30:29| 97   4   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|45.8 39.5 37.2|ppgen_sabv_l  17|ppgen         7205
17-10 04:30:30| 96   4   0   0   0|  32G   26G  396M 4532M|   0    80k| 67   0  39|45.8 39.5 37.2|ppgen_sabv_l  15|ppgen         7205
17-10 04:30:31| 96   4   0   0   0|  32G   26G  396M 4532M|   0     0 | 65   0   0|46.2 39.7 37.3|ppgen         16|ppgen         7205
17-10 04:30:32| 97   3   0   0   0|  32G   26G  396M 4532M|   0  8230B| 53   0   0|46.2 39.7 37.3|ppgen_sabv_l  15|ppgen         7205
17-10 04:30:33| 96   4   0   0   0|  32G   26G  396M 4532M|   0  4087B| 62   0   0|46.2 39.7 37.3|ppgen         14|ppgen         7205
17-10 04:30:34| 96   4   0   0   0|  32G   26G  396M 4532M|   0  4099B| 52   0  25|46.2 39.7 37.3|ppgen         14|ppgen         7205
17-10 04:30:35| 95   5   0   0   0|  32G   26G  396M 4532M|   0   229k| 67   0  74|46.2 39.7 37.3|ppgen         13|ppgen         7205
17-10 04:30:36| 97   4   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|46.8 39.9 37.4|ppgen         16|ppgen         7205
17-10 04:30:37| 96   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|46.8 39.9 37.4|ppgen         15|ppgen         7205
17-10 04:30:38| 95   4   0   0   0|  32G   26G  396M 4532M|   0     0 | 57   0   0|46.8 39.9 37.4|ppgen         17|ppgen         7205
17-10 04:30:39| 96   4   0   0   0|  32G   26G  396M 4532M|   0  4094B| 56   0   0|46.8 39.9 37.4|ppgen_sabv_l  16|ppgen         7205
17-10 04:30:40| 95   4   0   0   0|  32G   26G  396M 4532M|   0    68k| 52   0  38|46.8 39.9 37.4|ppgen         14|ppgen         7205
17-10 04:30:41| 92   8   0   0   0|  32G   26G  396M 4532M|   0     0 | 52   0   0|47.2 40.1 37.5|ppgen         17|ppgen_sabv_l  7226
17-10 04:30:42| 97   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|47.2 40.1 37.5|ppgen_sabv_l  18|ppgen         7205
17-10 04:30:43| 97   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 53   0   0|47.2 40.1 37.5|ppgen_sabv_l  16|ppgen         7205
17-10 04:30:44| 95   4   0   0   0|  32G   26G  396M 4532M|   0     0 | 52   0   0|47.2 40.1 37.5|ppgen         16|ppgen         7205
17-10 04:30:45| 94   6   0   0   0|  32G   26G  396M 4532M|   0    84k| 58   0  38|47.2 40.1 37.5|ppgen         13|ppgen         7205
17-10 04:30:46| 95   5   0   0   0|  32G   26G  396M 4532M|   0  4095B| 67   0   0|47.5 40.3 37.5|ppgen         14|ppgen_sabv_l  7268
17-10 04:30:47| 97   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|47.5 40.3 37.5|ppgen_sabv_l  20|ppgen_sabv_l  7268
17-10 04:30:48| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|47.5 40.3 37.5|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:30:49| 98   3   0   0   0|  32G   26G  396M 4532M|   0   112k| 67   0   0|47.5 40.3 37.5|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:30:50| 96   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0  38|47.5 40.3 37.5|ppgen_sabv_l  21|ppgen_sabv_l  7268
17-10 04:30:51| 98   2   0   0   0|  32G   26G  396M 4532M|   0  8206B| 67   0   0|49.0 40.7 37.7|ppgen_sabv_l  20|ppgen_sabv_l  7268
17-10 04:30:52| 97   3   0   0   0|  32G   26G  396M 4532M|   0  4092B| 67   0 2.0|49.0 40.7 37.7|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:30:53| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|49.0 40.7 37.7|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:30:54| 98   2   0   0   0|  32G   26G  396M 4532M|   0    92k| 67   0   0|49.0 40.7 37.7|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:30:55| 97   2   0   0   0|  32G   26G  396M 4532M|   0    72k| 68   0  34|49.0 40.7 37.7|ppgen_sabv_l  20|ppgen_sabv_l  7268
17-10 04:30:56| 98   2   0   0   0|  32G   26G  396M 4532M|   0    52k| 67   0 3.0|50.3 41.1 37.8|ppgen_sabv_l  20|ppgen_sabv_l  7268
17-10 04:30:57| 98   2   0   0   0|  32G   26G  396M 4532M|   0  4094B| 68   0  17|50.3 41.1 37.8|ppgen_sabv_l  23|ppgen_sabv_l  7268
17-10 04:30:58| 98   2   0   0   0|  32G   26G  396M 4532M|   0    12k| 67   0 1.0|50.3 41.1 37.8|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:30:59| 98   2   0   0   0|  32G   26G  396M 4532M|   0    96k| 67   0   0|50.3 41.1 37.8|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:31:00| 97   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 70   0  16|50.3 41.1 37.8|ppgen_sabv_l  16|ppgen_sabv_l  7268
17-10 04:31:01| 96   4   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0  22|51.6 41.5 38.0|ppgen_sabv_l  16|ppgen_sabv_l  7268
17-10 04:31:02| 97   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|51.6 41.5 38.0|ppgen_sabv_l  18|ppgen_sabv_l  7268
17-10 04:31:03| 98   3   0   0   0|  32G   26G  396M 4532M|   0  4113B| 67   0   0|51.6 41.5 38.0|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:31:04| 97   3   0   0   0|  32G   26G  396M 4532M|   0    56k| 67   0   0|51.6 41.5 38.0|ppgen_sabv_l  22|ppgen_sabv_l  7268
17-10 04:31:05| 98   3   0   0   0|  32G   26G  396M 4532M|   0    88k| 69   0   0|51.6 41.5 38.0|ppgen_sabv_l  23|ppgen_sabv_l  7268
17-10 04:31:06| 97   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0  37|52.8 42.0 38.2|ppgen_sabv_l  20|ppgen_sabv_l  7268
17-10 04:31:07| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|52.8 42.0 38.2|ppgen_sabv_l  17|ppgen_sabv_l  7268
17-10 04:31:08| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|52.8 42.0 38.2|ppgen_sabv_l  15|ppgen_sabv_l  7268
17-10 04:31:09| 98   2   0   0   0|  32G   26G  396M 4532M|   0    52k| 67   0   0|52.8 42.0 38.2|ppgen_sabv_l  18|ppgen_sabv_l  7268
17-10 04:31:10| 97   3   0   0   0|  32G   26G  396M 4532M|   0    68k| 67   0   0|52.8 42.0 38.2|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:31:11| 97   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0  39|54.1 42.4 38.3|ppgen_sabv_l  18|ppgen_sabv_l  7268
17-10 04:31:12| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|54.1 42.4 38.3|ppgen_sabv_l  16|ppgen_sabv_l  7268
17-10 04:31:13| 97   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|54.1 42.4 38.3|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:31:14| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|54.1 42.4 38.3|ppgen_sabv_l  16|ppgen_sabv_l  7268
17-10 04:31:15| 98   2   0   0   0|  32G   26G  396M 4532M|   0   104k| 67   0   0|54.1 42.4 38.3|ppgen_sabv_l  20|ppgen_sabv_l  7268
17-10 04:31:16| 96   4   0   0   0|  32G   26G  396M 4532M|   0  4084B| 67   0  40|55.3 42.9 38.5|ppgen_sabv_l  18|ppgen_sabv_l  7268
17-10 04:31:17| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|55.3 42.9 38.5|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:31:18| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|55.3 42.9 38.5|ppgen_sabv_l  21|ppgen_sabv_l  7268
17-10 04:31:19| 98   2   0   0   0|  32G   26G  396M 4532M|   0   112k| 67   0   0|55.3 42.9 38.5|ppgen_sabv_l  15|ppgen_sabv_l  7268
17-10 04:31:20| 98   1   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|55.3 42.9 38.5|ppgen_sabv_l  15|ppgen_sabv_l  7268
17-10 04:31:21| 98   2   0   0   0|  32G   26G  396M 4532M|   0    12k| 67   0  39|56.6 43.3 38.7|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:31:22| 99   1   0   0   0|  32G   26G  396M 4532M|   0  4087B| 67   0   0|56.6 43.3 38.7|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:31:23| 99   1   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|56.6 43.3 38.7|ppgen_sabv_l  16|ppgen_sabv_l  7268
17-10 04:31:24| 99   1   0   0   0|  32G   26G  396M 4532M|   0   104k| 67   0   0|56.6 43.3 38.7|ppgen_sabv_l  18|ppgen_sabv_l  7268
17-10 04:31:25| 99   2   0   0   0|  32G   26G  396M 4532M|   0    96k| 67   0   0|56.6 43.3 38.7|ppgen_sabv_l  15|ppgen_sabv_l  7268
17-10 04:31:26| 97   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0  38|57.3 43.7 38.8|ppgen_sabv_l  16|ppgen_sabv_l  7268
17-10 04:31:27| 98   2   0   0   0|  32G   26G  396M 4532M|   0    56k| 67   0   0|57.3 43.7 38.8|ppgen_sabv_l  17|ppgen_sabv_l  7268
17-10 04:31:28| 98   2   0   0   0|  32G   26G  396M 4532M|   0  8198B| 67   0  17|57.3 43.7 38.8|ppgen_sabv_l  20|ppgen_sabv_l  7268
17-10 04:31:29| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|57.3 43.7 38.8|ppgen_sabv_l  18|ppgen_sabv_l  7268
17-10 04:31:30| 99   1   0   0   0|  32G   26G  396M 4532M|   0    92k| 67   0   0|57.3 43.7 38.8|ppgen_sabv_l  18|ppgen_sabv_l  7268
17-10 04:31:31| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0  38|58.0 44.1 39.0|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:31:32| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|58.0 44.1 39.0|ppgen_sabv_l  18|ppgen_sabv_l  7268
17-10 04:31:33| 97   3   0   0   0|  32G   26G  396M 4532M|   0   152k| 67   0   0|58.0 44.1 39.0|ppgen_sabv_l  16|ppgen_sabv_l  7268
17-10 04:31:34| 97   2   0   0   0|  32G   26G  396M 4532M|   0  4097B| 67   0  25|58.0 44.1 39.0|ppgen         14|ppgen_sabv_l  7268
17-10 04:31:35| 97   3   0   0   0|  32G   26G  396M 4532M|   0   148k| 67   0  36|58.0 44.1 39.0|ppgen_sabv_l  17|ppgen_sabv_l  7268
17-10 04:31:36| 97   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 69   0  31|58.7 44.4 39.1|ppgen_sabv_l  15|ppgen_sabv_l  7268
17-10 04:31:37| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0 8.0|58.7 44.4 39.1|ppgen_sabv_l  20|ppgen_sabv_l  7268
17-10 04:31:38| 99   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|58.7 44.4 39.1|ppgen_sabv_l  17|ppgen_sabv_l  7268
17-10 04:31:39| 98   2   0   0   0|  32G   26G  396M 4532M|   0  4106B| 67   0   0|58.7 44.4 39.1|ppgen_sabv_l  18|ppgen_sabv_l  7268
17-10 04:31:40| 98   2   0   0   0|  32G   26G  396M 4532M|   0    60k| 67   0   0|58.7 44.4 39.1|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:31:41| 96   3   0   0   0|  32G   26G  396M 4532M|   0   142k| 74   0  11|59.3 44.8 39.2|ppgen_sabv_l  17|ppgen_sabv_l  7268
17-10 04:31:42| 97   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0  27|59.3 44.8 39.2|ppgen_sabv_l  19|ppgen_sabv_l  7268
17-10 04:31:43| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|59.3 44.8 39.2|ppgen_sabv_l  20|ppgen_sabv_l  7268
17-10 04:31:44| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 69   0   0|59.3 44.8 39.2|ppgen_sabv_l  17|ppgen_sabv_l  7268
17-10 04:31:45| 98   2   0   0   0|  32G   26G  396M 4532M|   0   100k| 67   0   0|59.3 44.8 39.2|ppgen_sabv_l  18|ppgen_sabv_l  7268
17-10 04:31:46| 96   4   0   0   0|  32G   26G  396M 4532M|   0  4081B| 67   0   0|59.8 45.2 39.4|ppgen_sabv_l  15|ppgen_sabv_l  7268
17-10 04:31:47| 95   5   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0  37|59.8 45.2 39.4|ppgen         15|ppgen_sabv_l  7268
17-10 04:31:48| 96   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|59.8 45.2 39.4|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:31:49| 98   2   0   0   0|  32G   26G  396M 4532M|   0   112k| 67   0   0|59.8 45.2 39.4|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:31:50| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|59.8 45.2 39.4|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:31:51| 97   3   0   0   0|  32G   26G  396M 4532M|   0  8190B| 67   0   0|59.1 45.2 39.5|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:31:52| 97   3   0   0   0|  32G   26G  396M 4532M|   0  4068B| 67   0  40|59.1 45.2 39.5|ppgen_sabv_l  22|ppgen_sabv_l  7332
17-10 04:31:53| 96   4   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|59.1 45.2 39.5|ppgen_sabv_l  21|ppgen_sabv_l  7332
17-10 04:31:54| 97   3   0   0   0|  32G   26G  396M 4532M|   0    92k| 67   0   0|59.1 45.2 39.5|ppgen_sabv_l  21|ppgen_sabv_l  7332
17-10 04:31:55| 96   4   0   0   0|  32G   26G  396M 4532M|   0    80k| 69   0   0|59.1 45.2 39.5|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:31:56| 98   3   0   0   0|  32G   26G  396M 4532M|   0     0 | 68   0   0|59.6 45.6 39.6|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:31:57| 96   3   0   0   0|  32G   26G  396M 4532M|   0    52k| 67   0  39|59.6 45.6 39.6|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:31:58| 98   3   0   0   0|  32G   26G  396M 4532M|   0    12k| 67   0  17|59.6 45.6 39.6|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:31:59| 98   1   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|59.6 45.6 39.6|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:00| 99   1   0   0   0|  32G   26G  396M 4532M|   0    88k| 67   0   0|59.6 45.6 39.6|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:01| 99   1   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|60.2 45.9 39.7|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:32:02| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0  38|60.2 45.9 39.7|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:03| 99   1   0   0   0|  32G   26G  396M 4532M|   0  8209B| 67   0   0|60.2 45.9 39.7|ppgen_sabv_l  17|ppgen_sabv_l  7332
